index,timestamp,category,title,filename,method,chosen_candidate,note
24,01:46:14,tip,"""Link web al task"" generic field",024_014614_link-web-al-task-generic-field.jpg,vision-verified,024_014614_link-web-al-task-generic-field__c1_t6398.jpg,"Shows the email template body with the placeholder 'Link al task: @@WebLinkActivity' inserted, which is the deep-link-to-task field described."
25,01:50:03,concept-intro,"""Nuovo processo collegato"" (linked/child process) operation",025_015003_nuovo-processo-collegato-linked-child-process-oper.jpg,vision-verified,025_015003_nuovo-processo-collegato-linked-child-process-oper__c5_t6723.jpg,"Shows the 'Impostazioni creazione nuova istanza' configuration dialog (Modello di processo, Attesa ritorno, Condizione creazione) used to set up the linked/child process launch operation."
26,01:52:41,demo-start,"Building a linked process: ""gestione collaudo""",026_015241_building-a-linked-process-gestione-collaudo.jpg,vision-verified,026_015241_building-a-linked-process-gestione-collaudo__c4_t6857.jpg,"Shows the new 'GESTIONE COLLAUDO' process being built with an 'ESEGUI COLLAUDO' task, and the properties panel confirming the model name, matching the demo of creating this test/collaudo process."
27,01:58:47,tutorial-step,Formula-driven variable mapping on launch,027_015847_formula-driven-variable-mapping-on-launch.jpg,vision-verified,027_015847_formula-driven-variable-mapping-on-launch__c5_t7198.jpg,"Shows the completed formula 'If @[ORIG.TIPO RICHIESTA]=""Richiesta Sicurezza"" Then @[DEST.NOTE COLLAUDO].Text = ...' exactly matching the described conditional variable-mapping example."
28,02:00:00,definition,"""Ritorno al processo chiamante"" — required companion object",028_020000_ritorno-al-processo-chiamante-required-companion-o.jpg,vision-verified,028_020000_ritorno-al-processo-chiamante-required-companion-o__c4_t7296.jpg,"Shows the 'GESTIONE COLLAUDO' child process diagram with a 'Ritorno al processo chiamante' object placed after the 'ESEGUI COLLAUDO' task, the companion object required at the end of the child process."
29,02:10:20,definition,"Set-variable/formula operation (""inserire un pezzo di scritto"")",029_021020_set-variable-formula-operation-inserire-un-pezzo-d.jpg,vision-verified,029_021020_set-variable-formula-operation-inserire-un-pezzo-d__c3_t7854.jpg,"Shows a 'SetVar1' Set Variables operation object placed in the process flow after 'SCELTA PREVENTIVO', depicting the lightweight set-variable/formula operation."
30,02:11:19,example,Clearing a stale variable on a rework loop,030_021119_clearing-a-stale-variable-on-a-rework-loop.jpg,vision-verified,030_021119_clearing-a-stale-variable-on-a-rework-loop__c4_t7975.jpg,"Shows a Set Variables operation icon placed on the rework loop path leading back into 'APPROVAZIONE CONTROLLO DI GESTIONE' from the revision branch, matching the stale-variable-clearing example."
31,02:15:17,example,Auto-assign an approver by amount threshold,031_021517_auto-assign-an-approver-by-amount-threshold.jpg,vision-verified,031_021517_auto-assign-an-approver-by-amount-threshold__c4_t8213.jpg,"Shows the process variable field 'UTENTE APPROVAZIONE TECNICA', the destination variable that the amount-threshold Set Variable formula assigns to Dir Tech or Dir Gen."
32,02:19:05,concept-intro,Decision table object introduced,032_021905_decision-table-object-introduced.jpg,vision-verified,032_021905_decision-table-object-introduced__c5_t8437.jpg,"Shows a freshly opened, empty ""Decision Table"" dialog with Aggiungi Input/Aggiungi Regola buttons, i.e. the object being introduced."
33,02:20:39,tutorial-step,Decision table demo: amount → approver,033_022039_decision-table-demo-amount-approver.jpg,vision-verified,033_022039_decision-table-demo-amount-approver__c3_t8511.jpg,Shows the completed 1-input/1-output decision table with IMPORTO RICHIESTA rows (minore di 1.000 / qualsiasi) mapped to UTENTE APPROVAZIONE values DIRTEC/DIRGEN.
34,02:27:47,tip,Convert between decision table and formula code,034_022747_convert-between-decision-table-and-formula-code.jpg,vision-verified,034_022747_convert-between-decision-table-and-formula-code__c4_t8930.jpg,"Shows the Set Variables formula-code editor with the If/Else importo-richiesta logic, the plain-code equivalent of the decision table being discussed."
35,02:29:08,concept-intro,SQL operation object introduced,035_022908_sql-operation-object-introduced.jpg,vision-verified,035_022908_sql-operation-object-introduced__c2_t8975.jpg,"Shows a new SQL operation icon just placed on the process diagram canvas, introducing the SQL/libero object."
36,02:30:18,tutorial-step,SQL update/query demo with in/out parameters,036_023018_sql-update-query-demo-with-in-out-parameters.jpg,vision-verified,036_023018_sql-update-query-demo-with-in-out-parameters__c5_t9138.jpg,Shows the Query editor with a SELECT statement and both an input parameter (@n bound to a process variable) and an output parameter (@p) being configured.
37,02:34:16,definition,External connection strings configuration,037_023416_external-connection-strings-configuration.jpg,vision-verified,037_023416_external-connection-strings-configuration__c2_t9276.jpg,"Shows the Connessione dialog with SQL/OLEDB/ODBC connection-type options, matching the described centralized connection configuration."
38,02:35:10,definition,"""Aggiorna un altro processo"" operation",038_023510_aggiorna-un-altro-processo-operation.jpg,vision-verified,038_023510_aggiorna-un-altro-processo-operation__c3_t9382.jpg,"Shows the ""Aggiorna altro processo"" dialog configured with a target process model and a search rule matching NUMERO RICHIESTA, illustrating updating another process instance."
39,02:41:19,concept-intro,"""Get Data"" operation introduced",039_024119_get-data-operation-introduced.jpg,vision-verified,039_024119_get-data-operation-introduced__c3_t9751.jpg,"Shows the ""Collegamento con tabella/istanza"" (Get Data) dialog where a table is picked and lookup filters are configured, the same UI style as a table lookup."
40,02:46:02,concept-intro,"Custom local tables (""tabelle P_"") introduced",040_024602_custom-local-tables-tabelle-p-introduced.jpg,vision-verified,040_024602_custom-local-tables-tabelle-p-introduced__c2_t10002.jpg,"Shows a table-picker list full of custom tables all prefixed P_ (P_FORNITORI, P_ARTICOLI, P_CLIENTI, etc.), directly illustrating the ""tabelle P_"" concept."
41,02:47:44,tutorial-step,"Demo: creating a custom table ""aree geografiche""",041_024744_demo-creating-a-custom-table-aree-geografiche.jpg,vision-verified,041_024744_demo-creating-a-custom-table-aree-geografiche__c4_t10160.jpg,"Shows the new AREE_GEOGRAFICHE table being built with its column editor, with CodiceArea, DescrizioneArea and RaggruppamentoArea fields already defined."
42,02:56:08,tip,Value list vs. custom table — when to use which,,vision-verified-none,,"All 6 candidates show the same generic Configurazione > Opzioni generali menu screen, which does not depict the value-list-vs-custom-table guidance; this appears to be a purely verbal tip."
43,02:57:37,concept-intro,Reports & dashboards — two ways to extract data,043_025737_reports-dashboards-two-ways-to-extract-data.jpg,vision-verified,043_025737_reports-dashboards-two-ways-to-extract-data__c2_t10679.jpg,"Shows the Configurazione sidebar with the Report entry highlighted next to Dashboard, matching the intro of the two BPM analytics tools."
44,02:58:34,example,"Real case study: ""scheda commessa"" (work-order form)",044_025834_real-case-study-scheda-commessa-work-order-form.jpg,vision-verified,044_025834_real-case-study-scheda-commessa-work-order-form__c3_t10786.jpg,"Shows the COMMESSA model's DATI-MODELLO variable page with dozens of distinct fields (dimensions, materials, electrical, etc.), matching the real case's ~70-80 field capture form."
45,03:02:27,definition,Report designer — embedded 3rd-party tool,045_030227_report-designer-embedded-3rd-party-tool.jpg,vision-verified,045_030227_report-designer-embedded-3rd-party-tool__c3_t11019.jpg,"Shows the embedded Report Designer editing the MODULO COMMERCIALE PDF-style template with DATI-MODELLO fields bound to it, exactly the drag-and-drop report-template tool described."
46,03:08:03,concept-intro,SAM connector — integration topic introduced,,vision-verified-none,,All 6 candidates show the same unrelated RICHIESTA INV approval workflow diagram; nothing in the window depicts the SAM connector/integration topic being introduced verbally.
47,03:10:52,concept-intro,"""Connettore attivo"" (active connector) operation",047_031052_connettore-attivo-active-connector-operation.jpg,vision-verified,047_031052_connettore-attivo-active-connector-operation__c1_t11476.jpg,"Shows the Operazioni toolbox in the COMMESSA process designer with ""Connettore attivo"" highlighted among the draggable operation types (Send Email, Get Data, etc.)."
48,03:13:24,tutorial-step,XML template ↔ variable mapping demo,048_031324_xml-template-variable-mapping-demo.jpg,vision-verified,048_031324_xml-template-variable-mapping-demo__c3_t11676.jpg,Shows the connector configuration dialog for the SAM v5 / xmlCommessa template with CSXTestaOV parameters mapped to a process variable (@[CODICE CLIENTE]) and a fixed value (46).
49,03:18:49,definition,Detail/row parameters — mapping a group to XML rows,049_031849_detail-row-parameters-mapping-a-group-to-xml-rows.jpg,vision-verified,049_031849_detail-row-parameters-mapping-a-group-to-xml-rows__c0_t11929.jpg,"Shows the connector's ""Parametri input Dettaglio"" tab with Gruppo set to LISTA CODICI and its CSXRigaOV row parameters mapped, exactly the group-to-XML-detail-row mapping described."
50,03:25:34,definition,Connector architecture: definition + DLL,050_032534_connector-architecture-definition-dll.jpg,vision-verified,050_032534_connector-architecture-definition-dll__c1_t12358.jpg,"Shows the connector detail screen for SAM v5 with the ""Custom Assembly"" field pointing to SamConnector.dll, the external DLL/plugin part of the connector architecture."
51,03:34:22,tip,Active connector requires SAM's Web Import installed,,vision-verified-none,,"None of the 6 frames show SAM's Web Import module or its installation status; they show unrelated connector config and a Word document opened in a browser, so this verbal sysadmin tip has no matching on-screen action."
52,03:39:01,concept-intro,SAM to-do list shows BPM events,052_033901_sam-to-do-list-shows-bpm-events.jpg,vision-verified,052_033901_sam-to-do-list-shows-bpm-events__c3_t13213.jpg,"Shows the ""Evento BPM - Activity10"" popup opened directly from SAM's To Do list calendar, with a link back to the BPM activity, exactly the BPM-event-inside-SAM's-todo-list feature."
53,03:42:38,example,Bidirectional sync: firma1/firma2 mirrored in both systems,053_034238_bidirectional-sync-firma1-firma2-mirrored-in-both-.jpg,vision-verified,053_034238_bidirectional-sync-firma1-firma2-mirrored-in-both-__c0_t13358.jpg,"Shows SAM's To Do list calendar displaying a ""Firma 1"" task entry, matching the firma1 activity that is mirrored between BPM and SAM."
54,03:44:51,tutorial-step,User alias mapping between BPM and SAM,054_034451_user-alias-mapping-between-bpm-and-sam.jpg,vision-verified,054_034451_user-alias-mapping-between-bpm-and-sam__c1_t13515.jpg,"Shows the BPM user ADMIN's ""Aliases"" tab with a row mapping connector SAM v5 to SAM user CSADMIN, exactly the external-user alias mapping described."
55,03:48:22,concept-intro,Piloting BPM from SAM — topic introduced,055_034822_piloting-bpm-from-sam-topic-introduced.jpg,vision-verified,055_034822_piloting-bpm-from-sam-topic-introduced__c3_t13774.jpg,"Shows the BPM Web Service Standard documentation open to ""Avviamento di un nuovo processo"" with the CreateNewProcess endpoint, the mechanism used to trigger BPM processes from SAM."
56,03:50:25,definition,"Standard endpoints: create process, exec task, etc.",056_035025_standard-endpoints-create-process-exec-task-etc.jpg,vision-verified,056_035025_standard-endpoints-create-process-exec-task-etc__c1_t13844.jpg,"Shows the Word doc's full bulleted list of standard web-service endpoints (CreateNewProcess, ExecTask, UploadAttachment, UpdateProcess, GetProcess, GetTodoList, GetUser, GetSchema, UpdateTask) matching the title exactly."
57,03:52:06,demo-start,Postman demo: create a new process via web service,057_035206_postman-demo-create-a-new-process-via-web-service.jpg,vision-verified,057_035206_postman-demo-create-a-new-process-via-web-service__c0_t13926.jpg,"Postman shows a POST to CreateNewProcess with the authorization/model/startObject/variables body and a successful 200 OK response containing an instanceId, matching the live demo described."
58,03:56:01,definition,Stored-procedure wrapper mechanism,058_035601_stored-procedure-wrapper-mechanism.jpg,vision-verified,058_035601_stored-procedure-wrapper-mechanism__c1_t14173.jpg,"SQL Server shows the exec BPM_CreateNewProcess call together with a select * from ChiamateAPI result grid, illustrating the stored-procedure wrapper writing into the staging table."
59,03:57:06,definition,Triggers — the only way to catch SAM-side events,059_035706_triggers-the-only-way-to-catch-sam-side-events.jpg,vision-verified,059_035706_triggers-the-only-way-to-catch-sam-side-events__c2_t14274.jpg,Shows the actual SQL trigger code (ALTER trigger t_LancioBPM_RDA on OACTES after update) that catches a SAM-side event and calls the BPM stored procedure.
60,03:59:34,tip,Trigger/stored-procedure calls are fire-and-forget (async),,vision-verified-none,,"This is a purely verbal caveat about asynchronous/fire-and-forget behavior; the window only shows leftover trigger code and unrelated workflow-model screens, none of which visually depict the async warning."
61,04:02:34,tutorial-step,"""External ID"" convention for trigger-started processes",061_040234_external-id-convention-for-trigger-started-process.jpg,vision-verified,061_040234_external-id-convention-for-trigger-started-process__c0_t14554.jpg,"SSMS object explorer shows the BPM_CreateNewProcess stored procedure's parameter list including @externalID, the literal parameter name the convention discusses."
62,04:08:46,tip,Recap: four aspects of SAM↔BPM integration,062_040846_recap-four-aspects-of-sam-bpm-integration.jpg,vision-verified,062_040846_recap-four-aspects-of-sam-bpm-integration__c4_t15022.jpg,"Shows the SAM/ERP2 'To Do list' calendar with BPM tasks appearing inline, concretely illustrating the fourth recap point (SAM showing the BPM to-do list)."
63,04:13:04,example,"Anecdote: a trigger event too ""fuzzy"" to automate reliably",063_041304_anecdote-a-trigger-event-too-fuzzy-to-automate-rel.jpg,vision-verified,063_041304_anecdote-a-trigger-event-too-fuzzy-to-automate-rel__c1_t15208.jpg,"Shows the COMMESSA process model with the 'CONTROLLO DISEGNI E DISTINTA BASE' step on screen, matching the anecdote about the ambiguous 'distinta base' (BOM) insertion event."
64,04:18:05,concept-intro,Process planning/scheduling topic introduced,,vision-verified-none,,The window only shows a process-model list and a generic blank 5-task workflow being created; no Pianificazione/Gantt UI is visible yet to depict the newly introduced planning topic.
65,04:22:29,tutorial-step,Demo: setting standard task durations on the model,065_042229_demo-setting-standard-task-durations-on-the-model.jpg,vision-verified,065_042229_demo-setting-standard-task-durations-on-the-model__c0_t15749.jpg,"Shows the 'Pianificazione e scadenze' dialog for a task with 'Durata prevista' set to 5, exactly the demo of setting standard task durations described."
66,04:25:01,definition,Auto-generated Gantt chart,066_042501_auto-generated-gantt-chart.jpg,vision-verified,066_042501_auto-generated-gantt-chart__c1_t15925.jpg,"Shows the process instance's Pianificazione tab with a fully auto-generated Gantt chart for all five tasks right after the process started, matching the description."
67,04:27:32,demo-start,Completing a task updates the Gantt live,067_042732_completing-a-task-updates-the-gantt-live.jpg,vision-verified,067_042732_completing-a-task-updates-the-gantt-live__c2_t16079.jpg,"Gantt view shows Task 1 compacted to a small actual bar with its original dashed outline still visible and Task 2 shifted earlier (green bar with a shifted dashed box), matching the live update after quickly completing task 1."
68,04:28:42,tip,"Plan always pushes right, never pulls left",068_042842_plan-always-pushes-right-never-pulls-left.jpg,vision-verified,068_042842_plan-always-pushes-right-never-pulls-left__c0_t16122.jpg,"Gantt chart with TASK 5 tooltip showing both the original planned dates and the 'Aggiornata' (updated) planned dates side by side, illustrating the parallel schedule tracking behind the push-right rule."
69,04:29:17,definition,"""Data scadenza"" (deadline) concept",069_042917_data-scadenza-deadline-concept.jpg,vision-verified,069_042917_data-scadenza-deadline-concept__c1_t16181.jpg,"Task detail dialog open on the 'Scadenza ultima' (deadline) field with its date picker, showing exactly where the hard deadline constraint is configured on a task."
70,04:33:15,definition,"Three parallel date sets: initial, updated, actual",070_043315_three-parallel-date-sets-initial-updated-actual.jpg,vision-verified,070_043315_three-parallel-date-sets-initial-updated-actual__c1_t16419.jpg,"TASK 1 dialog showing all three date sets at once — PROGRAMMAZIONE, AGGIORNAMENTO and EFFETTIVI — all populated since the task is finished, matching the initial/updated/actual concept exactly."
71,04:36:28,definition,"""Rileva inizio"" flag decouples start from activation",071_043628_rileva-inizio-flag-decouples-start-from-activation.jpg,vision-verified,071_043628_rileva-inizio-flag-decouples-start-from-activation__c0_t16588.jpg,"Activity 'Pianificazione e scadenze' properties dialog with the 'Rileva inizio' checkbox clearly visible, which is the exact flag being described."
72,04:42:40,concept-intro,Linking deadlines/durations to variables,072_044240_linking-deadlines-durations-to-variables.jpg,vision-verified,072_044240_linking-deadlines-durations-to-variables__c4_t17056.jpg,"The 'Variabili' tab of the activity's scheduling dialog showing fields to bind the updated start/end date, duration and deadline of the task to process variables, with the deadline already linked to DATA SCADENZa."
73,04:48:36,concept-intro,Dashboard tool introduced,073_044836_dashboard-tool-introduced.jpg,vision-verified,073_044836_dashboard-tool-introduced__c1_t17334.jpg,"Configuration screen with 'Dashboard' selected in the sidebar and 'Nuovo dashboard' / 'Modifica dashboard' options shown, the moment the dashboard tool is introduced in the interface."
74,04:50:08,tutorial-step,Demo: create a dashboard and add a data source,074_045008_demo-create-a-dashboard-and-add-a-data-source.jpg,vision-verified,074_045008_demo-create-a-dashboard-and-add-a-data-source__c3_t17480.jpg,"Dashboard editor with the new 'Elenco Reclami' data source selected, showing the full list of pulled-in process variables (CODICE CLIENTE, DESCRIZIONE, EMETTERE NC, etc.) now available as fields."
75,04:55:18,tutorial-step,Demo: combo-box filter element,075_045518_demo-combo-box-filter-element.jpg,vision-verified,075_045518_demo-combo-box-filter-element__c3_t17790.jpg,"Dashboard with 'Casella combinata 1' set to '2018', showing the pie chart and grid both cross-filtered to that year, demonstrating the combo-box acting as an interactive filter."
76,04:57:35,tip,"Dashboards complement, not replace, dedicated BI tools",,vision-verified-none,,"This is a purely verbal opinion/tip; the screen just continues showing the same static CLAIMS DASHBOARD example with no content specific to the 'complement, not replace BI tools' point."
77,04:58:30,example,KPI example: response time from two captured dates,077_045830_kpi-example-response-time-from-two-captured-dates.jpg,vision-verified,077_045830_kpi-example-response-time-from-two-captured-dates__c0_t17910.jpg,"The dashboard's 'AVG. TIME TO A[NSWER]' KPI tile showing the computed value 14,74, the on-screen response-time KPI being discussed."
78,04:59:13,tutorial-step,"Set-Variable operations capture ""today"" at key transitions",078_045913_set-variable-operations-capture-today-at-key-trans.jpg,vision-verified,078_045913_set-variable-operations-capture-today-at-key-trans__c4_t18049.jpg,"The 'Set Variables' operation configuration dialog attached to a task transition in the RECLAMO process, matching the demo of attaching a Set Variable operation to a state transition."
79,05:04:36,example,Real project: coffee-roasting quality-control dashboard,,vision-verified-none,,Purely verbal anecdote about a coffee-roasting project; the on-screen window still shows the unrelated generic CLAIMS DASHBOARD example with no coffee/roasting content anywhere in the window.
80,05:05:11,definition,"Dashboards live under ""Analisi Dati,"" also available on web",080_050511_dashboards-live-under-analisi-dati-also-available-.jpg,vision-verified,080_050511_dashboards-live-under-analisi-dati-also-available-__c5_t18431.jpg,"Shows the BPM web client in a browser (localhost/BPM/app.aspx) with the Dashboard > Statistiche qualita > Reclami menu open and the Claims Dashboard loading, confirming the dashboard is also available on the web."
81,05:11:08,concept-intro,"""Da confermare"" (to-be-confirmed) planning concept",081_051108_da-confermare-to-be-confirmed-planning-concept.jpg,vision-verified,081_051108_da-confermare-to-be-confirmed-planning-concept__c1_t18686.jpg,"Shows the task properties dialog (Pianificazione e scadenze) with the ""Da confermare"" checkbox alongside Durata prevista and Scadenza fields, the exact per-task flag the title names."
82,05:12:43,demo-start,Demo: confirming freezes the baseline plan,082_051243_demo-confirming-freezes-the-baseline-plan.jpg,vision-verified,082_051243_demo-confirming-freezes-the-baseline-plan__c4_t18859.jpg,"Shows a task tooltip on the Gantt with both the original planned dates (Data inizio/fine pianificata) and the separately tracked updated dates (Data Inizio/Fine Pianificata Aggiornata), illustrating the frozen baseline vs. drifting updated schedule."
