index,timestamp,category,title,filename,method,chosen_candidate,note
30,01:08:50,concept-intro,Variable type catalogue,030_010850_variable-type-catalogue.jpg,vision-verified,030_010850_variable-type-catalogue__c1_t4154.jpg,"Shows the 'Tipo variabile' dropdown open listing StringType, NumericType, BooleanType, DateType, CurrencyType, MemoType, ValueListType - the actual variable type catalogue."
31,01:20:35,concept-intro,"""Variabili da richiedere"" per task",031_012035_variabili-da-richiedere-per-task.jpg,vision-verified,031_012035_variabili-da-richiedere-per-task__c5_t4955.jpg,"Shows the per-task 'Start1' page with the DATA RICHIESTA variable placed on it, i.e. the result of configuring which warehouse fields are requested at that specific point."
32,01:22:54,tip,Export/import variable layouts,032_012254_export-import-variable-layouts.jpg,vision-verified,032_012254_export-import-variable-layouts__c2_t5022.jpg,"Shows the 'Importa/Esporta' dropdown menu open with Import All Variables, Import Category, Export All Variables, Export Category and Export Selection options, directly depicting the export/import variable layout feature."
33,01:33:19,concept-intro,Label-type variable,033_013319_label-type-variable.jpg,vision-verified,033_013319_label-type-variable__c4_t5695.jpg,"Shows the Label's rich-text 'Testo' editor containing content ('Richiesta nr.') with its right-click context menu open on 'Variabili', i.e. inserting a variable placeholder into the read-only label."
34,01:39:29,definition,Variable name is immutable,034_013929_variable-name-is-immutable.jpg,vision-verified,034_013929_variable-name-is-immutable__c3_t6041.jpg,"Shows the Descrizione field changed to 'UTENTE RICHIESTA' (and the on-canvas label updated accordingly) while the greyed-out .Nome variabile field still reads 'RICHIEDENTE', demonstrating the internal name cannot be changed."
35,01:43:00,concept-intro,"""Variabile senza salvataggio""",035_014300_variabile-senza-salvataggio.jpg,vision-verified,035_014300_variabile-senza-salvataggio__c1_t6204.jpg,"Shows the variable properties panel with the 'Senza salvataggio' row selected and its dropdown open, the exact flag that stops a variable from persisting to the database."
36,01:45:03,concept-intro,Tabella di origine (source table),036_014503_tabella-di-origine-source-table.jpg,vision-verified,036_014503_tabella-di-origine-source-table__c4_t6399.jpg,"Shows the 'Collegamento con tabella/istanza' dialog (Tipo di collegamento: TABELLA LOCALE, Tabella, Campo tabella, filtri) used to bind the CODICE STABILIMENTO string variable to a lookup source table."
37,01:48:32,concept-intro,Numeric field as a counter,037_014832_numeric-field-as-a-counter.jpg,vision-verified,037_014832_numeric-field-as-a-counter__c4_t6608.jpg,Shows the numeric field's properties with 'Tipo impostazioni di base' set to Contatore and a live preview including the ANNO field used for grouping/resetting the counter.
38,01:51:23,concept-intro,Autocomplete on string fields,038_015123_autocomplete-on-string-fields.jpg,vision-verified,038_015123_autocomplete-on-string-fields__c3_t6738.jpg,"Shows Autocomplete set to True for the CODICE STABILIMENTO string field, with the resulting combo dropdown arrow now visible on the field."
39,01:52:58,concept-intro,The formula editor (Visual Basic),039_015258_the-formula-editor-visual-basic.jpg,vision-verified,039_015258_the-formula-editor-visual-basic__c2_t6826.jpg,"Shows the formula editor open with the right-click helper menu expanded to Generico > (Utente corrente, Data, Anno, Altro), exactly the helper menu described."
40,01:55:38,concept-intro,Formula di validazione,040_015538_formula-di-validazione.jpg,vision-verified,040_015538_formula-di-validazione__c5_t7058.jpg,Shows the Formula di validazione editor for DATA RICHIESTA containing the completed validation expression '@[DATA RICHIESTA]>=Today'.
41,02:00:00,concept-intro,Formula di visibilità,,vision-verified-none,,All 6 frames still show the prior topic's Formula di validazione editor/result (or the following topic's Formula per default field) - none show the Formula di visibilità being set or edited.
42,02:01:33,concept-intro,Formula per default vs. Valore di default,042_020133_formula-per-default-vs-valore-di-default.jpg,vision-verified,042_020133_formula-per-default-vs-valore-di-default__c4_t7389.jpg,"Shows the Formula per default property for RICHIEDENTE filled in with '@@User-Name', illustrating a default-value formula versus a fixed default value."
43,02:06:07,example,Calculated total via formula,043_020607_calculated-total-via-formula.jpg,vision-verified,043_020607_calculated-total-via-formula__c4_t7663.jpg,Shows the TOTALE COSTI formula editor with the completed expression '@[IMPORTO RICHIESTA]+@[COSTI ACCESSORI]' and the resulting calculated fields below.
44,02:13:22,concept-intro,Variabili da impostare (button actions),044_021322_variabili-da-impostare-button-actions.jpg,vision-verified,044_021322_variabili-da-impostare-button-actions__c3_t8074.jpg,"Shows the 'Impostazioni variabile boolean' dialog configuring the RICALCOLA TOTALI button, including the 'Visualizza variabili impostare' option for the imperative action list."
45,02:21:16,tip,Diagram color coding,045_022116_diagram-color-coding.jpg,vision-verified,045_022116_diagram-color-coding__c2_t8524.jpg,"Shows the process diagram with grey (executed) PRESA VISIONE/APPROVAZIONE CONTROLLER states, green (APPROVATO CONTROLLER) and yellow (APPROVAZIONE DIREZIONE INDUSTRIALE, in progress) boxes together, matching the described color coding."
46,02:29:14,concept-intro,Conditions drive approval branching,046_022914_conditions-drive-approval-branching.jpg,vision-verified,046_022914_conditions-drive-approval-branching__c4_t9050.jpg,"Shows the ESITO APPROVAZIONE CDG variable's properties with Tipo variabile = ValueListType, the ValueList outcome variable used to drive approval branching."
47,02:33:44,tutorial-step,Condition on a transition arrow,047_023344_condition-on-a-transition-arrow.jpg,vision-verified,047_023344_condition-on-a-transition-arrow__c1_t9244.jpg,"Shows the 'Condizione Link' formula editor for a transition arrow with the enabling condition '@[ESITO APPROVAZIONE CDG]=""APPROVATA""' entered."
48,02:35:29,concept-intro,Exclusive Gateway object,048_023529_exclusive-gateway-object.jpg,vision-verified,048_023529_exclusive-gateway-object__c5_t9449.jpg,"Shows the 'GATEWAY CONFIGURATION' dialog with Tipo = EXCLUSIVE and a list of all outgoing destinations/conditions in one screen, matching the Exclusive Gateway object description."
49,02:42:35,tip,Dynamic assignment to a process-variable user,049_024235_dynamic-assignment-to-a-process-variable-user.jpg,vision-verified,049_024235_dynamic-assignment-to-a-process-variable-user__c2_t9775.jpg,"Shows the full 'Impostazioni Utenti' dialog with the @[RICHIEDENTE] process-variable user row selected for task assignment, exactly the dynamic assignment pattern described."
50,02:43:27,concept-intro,Parallel gateways (fork/join),050_024327_parallel-gateways-fork-join.jpg,vision-verified,050_024327_parallel-gateways-fork-join__c4_t9903.jpg,"Shows a completed parallel (cross-shaped) gateway joining the Collaudo and Parte Amministrativa branches back together, a clear fork/join example."
51,02:45:43,concept-intro,Inclusive gateway,051_024543_inclusive-gateway.jpg,vision-verified,051_024543_inclusive-gateway__c2_t9991.jpg,Shows the full diagram with the distinct circle-in-diamond inclusive gateway icon used to both split and rejoin the Collaudo/Parte Amministrativa branches.
52,02:48:11,tutorial-step,Process name & description formulas,052_024811_process-name-description-formulas.jpg,vision-verified,052_024811_process-name-description-formulas__c4_t10187.jpg,"Shows the 'Formula nome processo' field populated with @[NUMERO RICHIESTA]/@[ANNO], exactly the numero/anno name-formula described."
53,02:55:52,concept-intro,Three activity states,053_025552_three-activity-states.jpg,vision-verified,053_025552_three-activity-states__c1_t10576.jpg,"Shows the process diagram with activities in distinct colors (green=completed, yellow=in progress, outlined=planned), visually depicting the three activity states."
54,02:58:06,tutorial-step,Customizing the To-Do List grid,054_025806_customizing-the-to-do-list-grid.jpg,vision-verified,054_025806_customizing-the-to-do-list-grid__c2_t10734.jpg,"Shows the To-Do List grid grouped by 'Modello' (process model) with expandable group headers, demonstrating the grid-customization/grouping feature described."
55,03:03:22,demo-start,Process detail / inspection screen,055_030322_process-detail-inspection-screen.jpg,vision-verified,055_030322_process-detail-inspection-screen__c5_t11122.jpg,"Shows the opened process detail record with the full tab bar (Generale, Variabili, Allegati, Processi collegati, Pianificazione, Storico, Processo) matching the described inspection screen."
56,03:06:14,concept-intro,Storico: full audit log,056_030614_storico-full-audit-log.jpg,vision-verified,056_030614_storico-full-audit-log__c3_t11246.jpg,"Shows the drilled-down Storico detail view with 'Valore prec.' and 'Valore nuovo' columns, i.e. the field-level before/after diff described."
57,03:08:53,tutorial-step,Custom search views,057_030853_custom-search-views.jpg,vision-verified,057_030853_custom-search-views__c3_t11405.jpg,"Shows the 'CONFIGURA VISTA' column-picker dialog used to build a custom search view, matching the 'Modifica visualizzazione' feature described."
58,03:12:45,demo-start,Web client walkthrough,058_031245_web-client-walkthrough.jpg,vision-verified,058_031245_web-client-walkthrough__c1_t11589.jpg,"Shows the web client's side menu with Todo list, Dashboard, Avvia processo, Ricerca processi and Storico entries, matching the described web app tour."
59,03:20:17,concept-intro,Custom menu entries,059_032017_custom-menu-entries.jpg,vision-verified,059_032017_custom-menu-entries__c5_t12137.jpg,"Shows the 'Configurazione menu' grid with a new custom shortcut row being added for the RICHIESTA INV process under a custom menu root, matching the custom-menu-entries feature."
60,03:25:44,tip,Admin force-edit outside the process flow,060_032544_admin-force-edit-outside-the-process-flow.jpg,vision-verified,060_032544_admin-force-edit-outside-the-process-flow__c1_t12368.jpg,"Shows the process record in edit mode (Salva active) with the CODICE STABILIMENTO warehouse variable being directly overwritten to 'XXX', matching the admin force-edit behavior described."
61,03:32:36,concept-intro,Group (master-detail) variables,061_033236_group-master-detail-variables.jpg,vision-verified,061_033236_group-master-detail-variables__c5_t12876.jpg,"Shows the ""Editor gruppo"" (group editor) dialog used to define a Gruppo, the mechanism that turns a variable into a detail/grid column."
62,03:42:15,tip,Admin-only force process advancement,,vision-verified-none,,"None of the 6 frames show the described right-click ""Imposta oggetto attivo"" context menu on a task; they only show generic list/process-diagram views, so the actual admin action is off-window."
63,03:48:41,concept-intro,Detail pop-up form for a grid row,063_034841_detail-pop-up-form-for-a-grid-row.jpg,vision-verified,063_034841_detail-pop-up-form-for-a-grid-row__c4_t13817.jpg,"Shows the ""Dettagli Preventivo"" Button-type variable being added as a column inside the LISTA PREVENTIVI grid, with its ""Bottone senza stato"" settings open, the mechanism used to open the detail pop-up form."
64,03:53:52,concept-intro,Source table lookup: local vs. external,064_035352_source-table-lookup-local-vs-external.jpg,vision-verified,064_035352_source-table-lookup-local-vs-external__c4_t14128.jpg,"Shows the ""Collegamento con tabella/istanza"" dialog with ""Tipo di collegamento"" set to TABELLA LOCALE, the exact setting used to pick a local vs. external source table."
65,04:01:10,concept-intro,Preview: Connectors (e.g. SAM),065_040110_preview-connectors-e-g-sam.jpg,vision-verified,065_040110_preview-connectors-e-g-sam__c1_t14484.jpg,"Shows the same table-link dialog switched to ""CONNETTORE DATI"" with Connettore ""SAM v5"" filled in, previewing the SAM connector as an alternative data source."
66,04:02:24,concept-intro,Versioning: running instances pin to their version,066_040224_versioning-running-instances-pin-to-their-version.jpg,vision-verified,066_040224_versioning-running-instances-pin-to-their-version__c4_t14640.jpg,"Shows the ""Aggiorna versione processo"" dialog explicitly updating a running instance from version 16 to 17, the explicit-upgrade action described."
67,04:07:16,concept-intro,Attachments overview,067_040716_attachments-overview.jpg,vision-verified,067_040716_attachments-overview__c4_t14932.jpg,"Shows the process's Allegati dialog with an ATTACHMENTS root folder and a PREVENTIVI virtual subfolder, illustrating the dossier's virtual folder organization."
68,04:09:24,concept-intro,Allegati da richiedere,068_040924_allegati-da-richiedere.jpg,vision-verified,068_040924_allegati-da-richiedere__c1_t14988.jpg,"Shows the ""Variabile aggiunta allegato"" dialog with ""ATTIVA GESTIONE ALLEGATI SU QUESTO TASK"" checked, exactly the per-task attachment enablement described."
69,04:13:00,concept-intro,Storage roots: Database vs. File System,069_041300_storage-roots-database-vs-file-system.jpg,vision-verified,069_041300_storage-roots-database-vs-file-system__c2_t15228.jpg,"Shows the Allegati folder context menu with both ""Nuova Root su File System"" and ""Nuova Root su DB"" options, directly depicting the DB-vs-FS root choice."
70,04:22:44,tutorial-step,Mandatory attachment via a button,070_042244_mandatory-attachment-via-a-button.jpg,vision-verified,070_042244_mandatory-attachment-via-a-button__c3_t15836.jpg,"Shows the ""Variabile aggiunta allegato"" settings for a stateless button, with target folder path and allowed-extension checkboxes, the setup used to force a required upload."
71,04:38:56,concept-intro,Sub-processes,071_043856_sub-processes.jpg,vision-verified,071_043856_sub-processes__c3_t16808.jpg,"Shows the inside of a Sub-process shape (breadcrumb ""Ritorna al processo principale"") containing its own separately-designed mini-diagram of activities."
72,04:41:46,concept-intro,Recurring sub-process,072_044146_recurring-sub-process.jpg,vision-verified,072_044146_recurring-sub-process__c1_t16930.jpg,"Shows the Subworkflow dialog with ""Tipo sottoprocesso: Ricorrente"" and Parallelo/Sequenziale plus Gruppo options, exactly the recurring-sub-process-per-group configuration described."
73,04:54:39,concept-intro,Lookup from local group data,073_045439_lookup-from-local-group-data.jpg,vision-verified,073_045439_lookup-from-local-group-data__c4_t17775.jpg,"Shows the 'Collegamento con tabella/istanza' dialog with Tipo di collegamento set to VARIABILI LOCALI and Gruppo locale LISTA PREVENTIVI, i.e. the local-group lookup being configured."
74,05:05:25,concept-intro,Permission baseline: citation is enough,,vision-verified-none,,"This is a purely verbal explanation about implicit permissions from being cited on a process; none of the six frames (search screen, workflow diagram, config menu, user list, loading permissions tab) show that specific concept on screen."
75,05:07:05,concept-intro,Domain-linked users & single sign-on,075_050705_domain-linked-users-single-sign-on.jpg,vision-verified,075_050705_domain-linked-users-single-sign-on__c0_t18425.jpg,"Shows the user record for Riccardo Gallini with 'Windows authentication' checked and domain field 'CSWDC' filled in, i.e. the domain-linked-user setting being demonstrated."
76,05:12:06,concept-intro,Permission categories overview,076_051206_permission-categories-overview.jpg,vision-verified,076_051206_permission-categories-overview__c2_t18774.jpg,"Shows the user's 'Permessi menu' tab with the full row of permission-category tabs (Permessi processi, tabelle, dashboard, reports) visible, matching the overview of permission categories."
77,05:26:05,tip,Enable vs. Deny override semantics,077_052605_enable-vs-deny-override-semantics.jpg,vision-verified,077_052605_enable-vs-deny-override-semantics__c0_t19565.jpg,"Shows the user's 'Permessi processi' grid with 'Tipo abilitazione: ABILITATO DA GRUPPO', the exact field used to demonstrate how a user-level override interacts with a group-granted permission."
